City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
140,morehead city,34.7229,-76.726,89.62,66,0,12.66,US,Fri Aug 11 15:47:52 2023
141,anadyr,64.75,177.4833,48.7,87,100,4.47,RU,Fri Aug 11 15:56:10 2023
142,roccella ionica,38.322,16.4009,74.61,67,65,5.12,IT,Fri Aug 11 15:56:11 2023
143,ciudad acuna,29.3232,-100.9522,105.42,36,0,12.66,MX,Fri Aug 11 15:56:11 2023
144,bamboo flat,11.7,92.7167,81.52,82,100,15.37,IN,Fri Aug 11 15:56:11 2023
145,college,64.8569,-147.8028,72.21,69,75,3.44,US,Fri Aug 11 15:53:20 2023
146,hammerfest,70.6634,23.6821,63.05,63,0,5.75,NO,Fri Aug 11 15:56:12 2023
147,dalbandin,28.8947,64.4101,90.48,13,0,6.11,PK,Fri Aug 11 15:56:12 2023
148,quiberon,47.4841,-3.1196,66.07,95,100,8.99,FR,Fri Aug 11 15:56:14 2023
149,robore,-18.3333,-59.75,95.09,43,40,17.27,BO,Fri Aug 11 15:56:14 2023
150,ruteng,-8.6136,120.4721,56.97,90,5,1.16,ID,Fri Aug 11 15:56:14 2023
151,nagqu,31.5,92.0,44.1,89,100,3.44,CN,Fri Aug 11 15:56:14 2023
152,carnarvon,-24.8667,113.6333,65.84,86,2,7.94,AU,Fri Aug 11 15:56:15 2023
153,vorgashor,67.5833,63.95,41.45,77,3,6.02,RU,Fri Aug 11 15:56:15 2023
154,kerikeri,-35.2268,173.9474,44.91,93,98,1.74,NZ,Fri Aug 11 15:56:15 2023
155,greymouth,-42.4667,171.2,38.41,88,100,6.13,NZ,Fri Aug 11 15:56:16 2023
156,berdigestyakh,62.0989,126.6992,62.51,93,100,6.22,RU,Fri Aug 11 15:56:16 2023
157,bredasdorp,-34.5322,20.0403,52.54,89,14,2.13,ZA,Fri Aug 11 15:56:16 2023
158,horasan,40.0458,42.1728,74.55,33,64,2.04,TR,Fri Aug 11 15:56:22 2023
159,itamaraca,-7.7478,-34.8256,78.85,80,57,11.36,BR,Fri Aug 11 15:56:22 2023
160,rocky mount,35.9382,-77.7905,91.56,38,0,9.22,US,Fri Aug 11 15:55:38 2023
161,nova sintra,14.8667,-24.7167,73.45,73,58,1.36,CV,Fri Aug 11 15:56:23 2023
162,wainwright,52.839,-110.8572,62.46,66,91,11.59,CA,Fri Aug 11 15:56:23 2023
163,caruthersville,36.1931,-89.6556,91.38,77,3,8.55,US,Fri Aug 11 15:56:24 2023
164,utrik,11.2278,169.8474,83.21,77,12,18.12,MH,Fri Aug 11 15:56:24 2023
165,launceston,-41.45,147.1667,50.81,93,93,11.5,AU,Fri Aug 11 15:51:54 2023
166,cabo san lucas,22.8909,-109.9124,95.61,67,10,5.26,MX,Fri Aug 11 15:56:24 2023
167,jamestown,42.097,-79.2353,78.53,56,40,5.75,US,Fri Aug 11 15:51:49 2023
168,ta`u,-14.2336,-169.5144,81.61,79,100,16.2,AS,Fri Aug 11 15:56:25 2023
169,marabba,12.35,32.1833,82.53,69,98,7.67,SD,Fri Aug 11 15:56:25 2023
170,tolanaro,-25.0319,46.9987,57.27,88,20,0.0,MG,Fri Aug 11 15:56:26 2023
171,mpika,-11.8343,31.4529,56.8,56,1,10.67,ZM,Fri Aug 11 15:56:26 2023
172,bolkhov,53.4433,36.0044,65.75,87,100,10.27,RU,Fri Aug 11 15:56:26 2023
173,bangui,4.3612,18.555,75.38,94,97,3.44,CF,Fri Aug 11 15:56:27 2023
174,faya-largeau,17.9257,19.1043,84.65,61,100,29.71,TD,Fri Aug 11 15:56:27 2023
175,gulf shores,30.246,-87.7008,97.57,59,0,17.27,US,Fri Aug 11 15:56:27 2023
176,sainte-anne-des-monts,49.124,-66.4924,48.07,100,100,10.36,CA,Fri Aug 11 15:56:28 2023
177,mermoz boabab,14.7065,-17.4758,83.98,74,0,2.3,SN,Fri Aug 11 15:56:28 2023
178,inari,68.906,27.0288,57.4,79,100,3.8,FI,Fri Aug 11 15:56:28 2023
179,roxas,11.5853,122.7511,76.14,86,37,7.27,PH,Fri Aug 11 15:56:29 2023
180,laojunmiao,39.8333,97.7333,70.59,36,4,6.89,CN,Fri Aug 11 15:56:29 2023
181,hovd,48.0056,91.6419,69.96,39,100,9.86,MN,Fri Aug 11 15:56:29 2023
182,trevelin,-43.0858,-71.4639,42.28,62,18,7.63,AR,Fri Aug 11 15:56:30 2023
183,crane,31.3974,-102.3501,104.49,18,5,8.03,US,Fri Aug 11 15:56:30 2023
184,almeirim,-1.5233,-52.5817,88.74,51,31,1.14,BR,Fri Aug 11 15:52:00 2023
185,guerrero negro,27.9769,-114.0611,77.31,66,47,19.08,MX,Fri Aug 11 15:56:31 2023
186,limbazi,57.5129,24.7194,55.04,77,5,2.39,LV,Fri Aug 11 15:56:31 2023
187,egilsstadir,65.2653,-14.3948,53.51,76,75,9.22,IS,Fri Aug 11 15:56:32 2023
188,temiskaming shores,47.4938,-79.7153,64.2,47,76,3.76,CA,Fri Aug 11 15:56:32 2023
189,myaydo,19.3667,95.2167,74.1,92,97,5.35,MM,Fri Aug 11 15:56:32 2023
190,gaoping,30.7758,106.1029,78.12,92,100,3.87,CN,Fri Aug 11 15:56:33 2023
191,camana,-16.6228,-72.7111,64.06,82,48,9.95,PE,Fri Aug 11 15:56:33 2023
192,qamdo,31.1667,97.2333,46.49,92,100,3.56,CN,Fri Aug 11 15:56:34 2023
193,dapa,9.7594,126.0531,83.03,73,100,11.77,PH,Fri Aug 11 15:56:34 2023
194,trincomalee,8.5711,81.2335,79.25,82,76,18.3,LK,Fri Aug 11 15:56:34 2023
195,qaqortoq,60.7167,-46.0333,48.92,69,1,3.78,GL,Fri Aug 11 15:56:35 2023
196,bilibino,68.0546,166.4372,57.81,56,53,2.19,RU,Fri Aug 11 15:56:35 2023
197,codrington,-38.2667,141.9667,49.15,95,100,10.18,AU,Fri Aug 11 15:56:35 2023
198,nova xavantina,-14.6667,-52.35,90.77,23,93,5.37,BR,Fri Aug 11 15:56:36 2023
199,selfoss,63.9331,-20.9971,60.04,83,100,5.86,IS,Fri Aug 11 15:56:36 2023
200,sault ste. marie,46.5168,-84.3333,68.29,72,100,8.05,CA,Fri Aug 11 15:56:36 2023
201,minas de marcona,-15.2119,-75.1103,58.71,76,26,16.31,PE,Fri Aug 11 15:56:37 2023
202,ouani,-12.1322,44.4258,75.67,75,3,5.5,KM,Fri Aug 11 15:56:37 2023
203,knittelfeld,47.2167,14.8167,59.47,82,0,2.3,AT,Fri Aug 11 15:56:37 2023
204,plastun,44.7561,136.2939,61.93,95,100,5.66,RU,Fri Aug 11 15:56:38 2023
205,nehe,48.4833,124.8333,65.53,98,100,7.81,CN,Fri Aug 11 15:56:38 2023
206,gilgit,35.9221,74.3087,82.0,54,23,2.19,PK,Fri Aug 11 15:56:38 2023
207,flin flon,54.7682,-101.865,62.44,67,100,11.5,CA,Fri Aug 11 15:56:39 2023
208,usinsk,65.9939,57.5281,55.36,61,0,4.54,RU,Fri Aug 11 15:56:39 2023
209,obudu,6.6674,9.1716,73.47,97,100,4.07,NG,Fri Aug 11 15:56:39 2023
